intersection_id,int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,is_lit,has_bike_lane,num_lanes,number_of_accidents,has_had_fatal
37,35.11951340002054,-89.98543710000023,35.11950989675002,-89.98527268509481,273.20398939921824,25,residential,0,False,False,False,False,False,4,,,,0,True
37,35.11951340002054,-89.98543710000023,35.119516903066945,-89.98560151490321,93.20398940754234,25,tertiary,0,False,False,False,False,False,4,,,2,0,True
37,35.11951340002054,-89.98543710000023,35.119516903066945,-89.98560151490321,93.20398940754234,25,residential,0,False,False,False,False,False,4,,,,0,True
37,35.11951340002054,-89.98543710000023,35.11950989675002,-89.98527268509481,273.20398939921824,25,tertiary,0,False,False,False,False,False,4,,,"('3', '2')",0,True
38,35.117780100000004,-89.9864014,35.1179151296047,-89.98639488834837,183.98808845694677,25,residential,0,False,False,False,False,False,4,,,,0,True
38,35.117780100000004,-89.9864014,35.117645056633314,-89.98640747429272,3.83561405522795,25,residential,0,False,False,False,False,False,4,,,,0,True
38,35.117780100000004,-89.9864014,35.117774489652625,-89.98623707520711,274.098363240798,25,residential,0,False,False,False,False,False,4,,,,0,True
38,35.117780100000004,-89.9864014,35.11778299375213,-89.98656582887247,92.94606603779926,25,residential,0,False,False,False,False,False,4,,,,0,True
39,35.11601710000001,-89.9864807,35.116152143389684,-89.98647462575057,183.83561405522795,25,residential,0,False,False,False,False,False,3,,,,0,True
39,35.11601710000001,-89.9864807,35.116011926492156,-89.98631635753136,273.9129711925628,65,secondary,1,False,False,False,False,False,3,,,,0,True
39,35.11601710000001,-89.9864807,35.11602210192734,-89.98664505032966,93.8402667528407,65,secondary,1,False,False,False,False,False,3,,,,0,True
40,35.1177519,-89.9855755,35.117886967819636,-89.98557029035554,183.53373766564405,25,residential,0,False,False,False,False,False,4,,,,0,True
40,35.1177519,-89.9855755,35.117757511250424,-89.98573982476837,94.098363240798,25,residential,0,False,False,False,False,False,4,,,,0,True
40,35.1177519,-89.9855755,35.117616842686466,-89.98558109864061,3.6693272688121965,25,residential,0,False,False,False,False,False,4,,,,0,True
40,35.1177519,-89.9855755,35.117749108720275,-89.98541106846655,272.9020366259005,25,residential,0,False,False,False,False,False,4,,,,0,True
41,35.1177949,-89.9872425,35.1179299537969,-89.98723678199617,183.71189762779508,25,residential,0,False,False,False,False,False,4,,,,0,True
41,35.1177949,-89.9872425,35.11779200716987,-89.98707807114761,272.9460660377992,25,residential,0,False,False,False,False,False,4,,,,0,True
41,35.1177949,-89.9872425,35.11765987428553,-89.98724912800758,4.029144117978831,25,residential,0,False,False,False,False,False,4,,,,0,True
